env,label,metric,phase,point,run_dir,update,value
reacher,reacher_seed1,model/total_loss,world_model,17,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,4000,0.1697964072227478
reacher,reacher_seed1,model/total_loss,world_model,18,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,4250,0.16562947630882263
reacher,reacher_seed1,model/total_loss,world_model,19,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,4500,0.16760137677192688
reacher,reacher_seed1,model/total_loss,world_model,20,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,4750,0.1482839286327362
reacher,reacher_seed1,model/total_loss,world_model,21,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,5000,0.15653325617313385
reacher,reacher_seed1,model/total_loss,world_model,22,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,5250,0.15394635498523712
reacher,reacher_seed1,model/total_loss,world_model,23,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,5500,0.13756194710731506
reacher,reacher_seed1,model/total_loss,world_model,24,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,5750,0.1438216269016266
reacher,reacher_seed1,model/total_loss,world_model,25,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,6000,0.14529858529567719
reacher,reacher_seed1,model/total_loss,world_model,26,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,6250,0.14376935362815857
reacher,reacher_seed1,model/total_loss,world_model,27,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,6500,0.14108332991600037
reacher,reacher_seed1,model/total_loss,world_model,28,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,6750,0.15170305967330933
reacher,reacher_seed1,model/total_loss,world_model,29,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,7000,0.13119229674339294
reacher,reacher_seed1,model/total_loss,world_model,30,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,7250,0.14180178940296173
reacher,reacher_seed1,model/total_loss,world_model,31,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,7500,0.13435861468315125
reacher,reacher_seed1,model/total_loss,world_model,32,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,7750,0.1346946507692337
reacher,reacher_seed1,model/total_loss,world_model,33,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,8000,0.1381170004606247
reacher,reacher_seed1,model/total_loss,world_model,34,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,8250,0.12445211410522461
reacher,reacher_seed1,model/total_loss,world_model,35,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,8500,0.1304849237203598
reacher,reacher_seed1,model/total_loss,world_model,36,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,8750,0.14656248688697815
reacher,reacher_seed1,model/total_loss,world_model,37,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,9000,0.12480315566062927
reacher,reacher_seed1,model/total_loss,world_model,38,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,9250,0.11763709783554077
reacher,reacher_seed1,model/total_loss,world_model,39,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,9500,0.13664181530475616
reacher,reacher_seed1,model/total_loss,world_model,40,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,9750,0.12708598375320435
reacher,reacher_seed1,model/total_loss,world_model,41,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,10000,0.1320229172706604
reacher,reacher_seed1,model/total_loss,world_model,42,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,10250,0.1202949732542038
reacher,reacher_seed1,model/total_loss,world_model,43,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,10500,0.11948251724243164
reacher,reacher_seed1,model/total_loss,world_model,44,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,10750,0.13576653599739075
reacher,reacher_seed1,model/total_loss,world_model,45,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,11000,0.12850706279277802
reacher,reacher_seed1,model/total_loss,world_model,46,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,11250,0.11805939674377441
reacher,reacher_seed1,model/total_loss,world_model,47,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,11500,0.12586459517478943
reacher,reacher_seed1,model/total_loss,world_model,48,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,11750,0.12607833743095398
reacher,reacher_seed1,model/total_loss,world_model,49,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,12000,0.12433578073978424
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,50,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1,0.2152681052684784
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,51,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,250,0.21203044056892395
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,52,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,500,0.23360146582126617
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,53,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,750,0.25350871682167053
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,54,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1000,0.22997751832008362
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,55,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1250,0.19301825761795044
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,56,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1500,0.18670611083507538
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,57,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1750,0.19389116764068604
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,58,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2000,0.20127253234386444
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,59,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2250,0.1924135684967041
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,60,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2500,0.24970917403697968
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,61,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2750,0.20802919566631317
reacher,reacher_seed1,model/total_loss,online_001_candidate_world_model,62,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,3000,0.18560747802257538
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,63,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1,0.17690524458885193
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,64,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,250,0.17084407806396484
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,65,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,500,0.2542765140533447
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,66,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,750,0.1913943886756897
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,67,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1000,0.17550189793109894
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,68,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1250,0.16364412009716034
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,69,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1500,0.20796075463294983
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,70,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1750,0.21812275052070618
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,71,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2000,0.1783788800239563
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,72,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2250,0.16884666681289673
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,73,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2500,0.20540504157543182
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,74,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2750,0.20263005793094635
reacher,reacher_seed1,model/total_loss,online_002_candidate_world_model,75,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,3000,0.15535300970077515
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,76,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1,0.211915522813797
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,77,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,250,0.2140309065580368
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,78,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,500,0.19757209718227386
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,79,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,750,0.20539888739585876
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,80,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1000,0.21173615753650665
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,81,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1250,0.25373685359954834
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,82,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1500,0.18917952477931976
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,83,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1750,0.20332837104797363
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,84,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2000,0.25780218839645386
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,85,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2250,0.20327231287956238
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,86,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2500,0.1831810623407364
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,87,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2750,0.23328471183776855
reacher,reacher_seed1,model/total_loss,online_003_candidate_world_model,88,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,3000,0.24709679186344147
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,89,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1,0.2214643359184265
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,90,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,250,0.19119323790073395
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,91,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,500,0.18197958171367645
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,92,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,750,0.19177193939685822
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,93,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1000,0.2048427164554596
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,94,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1250,0.19560538232326508
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,95,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1500,0.2245696485042572
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,96,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1750,0.2276594489812851
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,97,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2000,0.2183084338903427
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,98,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2250,0.21719184517860413
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,99,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2500,0.18699638545513153
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,100,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2750,0.21123091876506805
reacher,reacher_seed1,model/total_loss,online_004_candidate_world_model,101,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,3000,0.19609761238098145
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,102,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1,0.18478231132030487
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,103,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,250,0.19005756080150604
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,104,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,500,0.18006478250026703
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,105,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,750,0.2870800495147705
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,106,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1000,0.19931095838546753
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,107,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1250,0.23910488188266754
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,108,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1500,0.20558790862560272
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,109,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1750,0.19228433072566986
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,110,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2000,0.1947096735239029
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,111,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2250,0.20879776775836945
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,112,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2500,0.20061346888542175
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,113,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2750,0.17906688153743744
reacher,reacher_seed1,model/total_loss,online_005_candidate_world_model,114,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,3000,0.20231686532497406
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,115,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1,0.18720890581607819
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,116,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,250,0.18185843527317047
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,117,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,500,0.20972490310668945
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,118,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,750,0.2742812931537628
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,119,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1000,0.22953365743160248
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,120,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1250,0.2058931142091751
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,121,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1500,0.21292178332805634
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,122,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,1750,0.22937768697738647
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,123,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2000,0.19811590015888214
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,124,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2250,0.2004009634256363
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,125,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2500,0.21694326400756836
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,126,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,2750,0.2119191437959671
reacher,reacher_seed1,model/total_loss,online_006_candidate_world_model,127,runs/brax_jepa_smallbatch_mainline_reacher_pusher/reacher_seed1/brax_jepa_20260627T011144Z,3000,0.2322234809398651
